abs_energy,auc,autocorr,average_power,calc_centroid,calc_max,calc_mean,calc_median,calc_min,calc_std,calc_var,dfa,distance,ecdf,ecdf_percentile,ecdf_percentile_count,ecdf_slope,entropy,fundamental_frequency,higuchi_fractal_dimension,hist_mode,human_range_energy,hurst_exponent,interq_range,kurtosis,lempel_ziv,lpcc,max_frequency,max_power_spectrum,maximum_fractal_length,mean_abs_deviation,mean_abs_diff,mean_diff,median_abs_deviation,median_abs_diff,median_diff,median_frequency,mfcc,mse,negative_turning,neighbourhood_peaks,petrosian_fractal_dimension,pk_pk_distance,positive_turning,power_bandwidth,rms,skewness,slope,spectral_centroid,spectral_decrease,spectral_distance,spectral_entropy,spectral_kurtosis,spectral_positive_turning,spectral_roll_off,spectral_roll_on,spectral_skewness,spectral_slope,spectral_spread,spectral_variation,spectrogram_mean_coeff,sum_abs_diff,wavelet_abs_mean,wavelet_energy,wavelet_entropy,wavelet_std,wavelet_var,zero_cross
5.120862546240897e-07,0.013003807302791283,15.0,1.402976040065999e-09,210.6193915793173,6.231373629054508e-05,3.563663923139259e-05,3.596940966114441e-05,8.39860210059366e-06,1.1365417567715525e-05,1.291727164885367e-10,1.2580925117187471,365.0000000039755,0.015027322404371584,3.540711505982992e-05,182.5,38782.06275510488,0.9967915256654832,0.00546448087431694,1.611948631393908,3.8051925905066945e-05,0.0,0.9407082908399411,1.3639094942975908e-05,-0.14813871694052017,0.13934426229508196,0.8045658510319614,0.37158469945355194,50.38490494295351,-2.9410304827637623,8.885676118486141e-06,2.141038393741422e-06,1.0052092264929455e-07,6.858429363395169e-06,7.862598876171392e-07,2.63190276410358e-07,0.01912568306010929,2.267015178656685,0.7148490201552548,21.0,11.0,1.0080207797047922,5.3915134189951415e-05,21.0,0.12021857923497267,3.740511692532141e-05,0.025815290146530608,5.3888530593364436e-08,0.0833057718363563,-3.3175507316457855,-2.146363053083401,0.5614114507363986,4.652586567659024,50.0,0.37158469945355194,0.0,1.6103026843611519,-0.043015337843403265,0.12310390419996194,0.44144621731222466,1.2802487319344932e-10,0.000781479013715619,1.8025333573286794e-06,1.7035662135610496e-05,2.0424055990075285,1.6932268289086337e-05,3.400352879475865e-10,0.0
